Lake.Name,Date.Sampled,Month,Measure,Achnanthidium.minutissimum,Actinastrum.hantzschii,Actinastrum.sp,Amphora.sp,Anabaena.sp,Anabaenopsis.sp,Anathece.clathrata,Ankistrodesmus.bernardii,Ankistrodesmus.spiralis,Ankistrodesmus.stipitatus,Ankyra.ancora,Ankyra.judayi,Aphanizomenon.flosaquae,Aphanizomenon.gracile,Aphanizomenon.skujae,Aphanizomenon.yezoense,Aphanocapsa.delicatissima,Aphanocapsa.elachista,Aphanocapsa.rivularis,Aphanocapsa.sp,Aphanothece.nidulans,Aphanothece.sp,Apocalathium.aciculiferum,Asterionella.formosa,Aulacoseira.ambigua,Aulacoseira.granulata,Aulacoseira.sp,Binuclearia.lauterbornii,Bitrichia.chodatii,Bitrichia.ollula,Botryococcus.sp,Ceratium.hirundinella,Chaetoceros.holsaticus,Chaetoceros.muelleri,Chaetoceros.simplex,Chaetoceros.sp,Chlamydocapsa.planctonica,Chlamydomonas.globosa,Chlamydomonas.sagittula,Chlamydomonas.snowiae,Chlamydomonas.sp,Chlorella.sp,Chlorolobion.braunii,Chloromonas.frigida,Chromulina.sp,Chromulinaceae,Chroococcus.dispersus,Chroococcus.sp,Chrysoikos.skujae,Chrysolykos.planctonicus,Chrysophyceae,Chrysosphaerella.longispina,Cladophora.sp,Closteriopsis.longissima,Closterium.acutum.var.variabile,Closterium.sp,Coccolithophyceae,Cocconeis.pediculus,Cocconeis.placentula,Cocconeis.sp,Codonosigopsis.sp,Coelastrum.astroideum,Coelastrum.microporum,Coelastrum.sphaericum,Coenochloris.fottii,Coenocystis.sp,Comasiella.arcuata.var.platydisca,Cosmarium.bioculatum,Cosmarium.granatum,Cosmarium.sp,Cosmarium.subcrenatum,Crucigenia.quadrata,Crucigenia.tetrapedia,Cryptomonas.curvata,Cryptomonas.erosa,Cryptomonas.marssonii,Cryptomonas.phaseolus,Cryptomonas.pyrenoidifera,Cryptomonas.tenuis,Cuspidothrix.issatschenkoi,Cyclotella.choctawhatcheeana,Cyclotella.meneghiniana,Cylindrospermum.minimum,Cylindrotheca.gracilis,Cymbella.sp,Cymbopleura.cuspidata,Delicata.delicatula,Denticula.sp,Desmarella.moniliformis,Desmodesmus.bicaudatus,Desmodesmus.bicellularis,Desmodesmus.intermedius,Desmodesmus.opoliensis,Diatoma.tenuis,Diatoma.vulgaris,Dictyosphaerium.ehrenbergianum,Dictyosphaerium.subsolitarium,Dinobryon.acuminatum,Dinobryon.bavaricum,Dinobryon.borgei,Dinobryon.dilatatum,Dinobryon.divergens,Dinobryon.sociale,Dinobryon.sociale.var.americanum,Dinobryon.sociale.var.stipitatum,Dinobryon.sp,Diplochloris.decussata,Diplochloris.lunata,Diplochloris.sp,Discostella.pseudostelligera,Dolichospermum.affine,Dolichospermum.crassum,Dolichospermum.flosaquae,Dolichospermum.mendotae,Dolichospermum.planctonicum,Dolichospermum.sigmoideum,Dolichospermum.solitarium,Dolichospermum.spiroides,Elakatothrix.gelatinosa,Elakatothrix.genevensis,Entomoneis.paludosa,Epipyxis.sp,Eremosphaera.eremosphaeria,Eremosphaera.gigas,Eudorina.elegans,Eudorina.sp,Euglena.sp,Eutetramorus.sp,Fragilaria.capucina,Fragilaria.crotonensis,Fragilariaceae,Franceia.droescheri,Glenodinium.sp,Gloeocystis.sp,Gloeotila.sp,Gloeotrichia.echinulata,Gloeotrichia.sp,Golenkinia.radiata,Gomphonema.sp,Gomphosphaeria.aponina,Goniochloris.mutica,Gregiochloris.lacustris,Gymnodinium.lantzschii,Gymnodinium.mitratum,Gymnodinium.sp,Hyaloraphidium.contortum,Katablepharis.ovalis,Kephyrion.boreale,Kephyrion.cupuliforme,Kirchneriella.lunaris,Kirchneriella.obesa,Korshikoviella.sp,Lagerheimia.ciliata,Lagerheimia.genevensis,Lagerheimia.longiseta,Lagerheimia.quadriseta,Lagerheimia.subsalsa,Lanceola.spatulifera,Lepocinclis.acus,Lepocinclis.sp,Limnococcus.limneticus,Limnoraphis.birgei,Limnothrix.lauterbornii,Limnothrix.sp,Lindavia.bodanica,Lindavia.michiganiana,Mallomonas.caudata,Mallomonas.pseudocoronata,Mallomonas.sp,Melosira.varians,Merismopedia.elegans,Merismopedia.glauca,Merismopedia.tenuissima,Merismopedia.warmingiana,Messastrum.gracile,Micractinium.pusillum,Microcystis.aeruginosa,Microcystis.ichthyoblabe,Microcystis.wesenbergii,Monactinus.simplex,Monoraphidium.circinale,Monoraphidium.contortum,Monoraphidium.convolutum,Monoraphidium.dybowskii,Monoraphidium.griffithii,Monoraphidium.irregulare,Monoraphidium.komarkovae,Monoraphidium.minutum,Monoraphidium.skujae,Monosiga.sp,Monosiga.varians,Mougeotia.sp,Mucidosphaerium.pulchellum,Naiadinium.polonicum,Navicula.sp,Neglectella.solitaria,Nephrocytium.agardhianum,Nephrocytium.lunatum,Nitzschia.acicularis,Nitzschia.paleacea,Nitzschia.sp,Nodularia.spumigena,Ochromonas.sp,Oocystis.apiculata,Oocystis.borgei,Oocystis.lacustris,Oocystis.naegelii,Oocystis.parva,Oocystis.pusilla,Oocystis.submarina,Oscillatoria.rosea,Oscillatoria.sancta,Paraphysomonas.bourrellyi,Parvodinium.inconspicuum,Parvodinium.umbonatum,Pediastrum.duplex,Pedinella.sp,Peridinium.sp,Phacus.acuminatus,Phacus.curvicauda,Phacus.sp,Phormidium.sp,Pinnularia.sp,Plagioselmis.nannoplanctica,Planktolyngbya.contorta,Planktolyngbya.limnetica,Planktothrix.agardhii,Plectonema.sp,Podohedra.sp,Pseudanabaena.limnetica,Pseudanabaena.mucicola,Pseudanabaena.redekei,Pseudokephyrion.attenuatum,Pseudokephyrion.ellipsoideum,Pseudokephyrion.minutissimum,Pseudokephyrion.spirale,Pseudopediastrum.boryanum,Pseudoschroederia.antillarum,Quadrigula.chodatii,Quadrigula.closterioides,Raphidocelis.danubiana,Rhabdoderma.irregulare,Rhabdoderma.lineare,Rhabdogloea.smithii,Rhabdomonas.sp,Rhodomonas.lens,Rhoicosphenia.abbreviata,Romeria.chlorina,Romeria.leopoliensis,Scenedesmus.balatonicus,Scenedesmus.bijugus,Scenedesmus.ellipticus,Scenedesmus.obtusus,Scenedesmus.obtusus.f.disciformis,Scenedesmus.pecsensis,Scenedesmus.quadricauda,Schroederia.indica,Schroederia.setigera,Snowella.arachnoidea,Snowella.lacustris,Sphaerocystis.schroeteri,Spiniferomonas.sp,Staurastrum.chaetoceras,Staurastrum.paradoxum,Staurastrum.smithii,Staurastrum.sp,Stauridium.tetras,Staurodesmus.cuspidicurvatus,Stelexomonas.dichotoma,Stephanodiscaceae,Stephanodiscus.niagarae,Stephanodiscus.parvus,Stephanodiscus.sp,Stichogloea.doederleinii,Stichogloea.globosa,Surirella.sp,Synechococcus.sp,Synechocystis.sp,Synedra.cyclopum,Synedra.sp,Synura.sp,Tabellaria.flocculosa,Tetrachlorella.alternans,Tetradesmus.bernardii,Tetradesmus.dimorphus,Tetradesmus.obliquus,Tetraëdron.caudatum,Tetraëdron.minimum,Tetraëdron.minimum.var.tetralobulatum,Tetraëdron.trigonum,Tetraselmis.cordiformis,Trachelomonas.dybowskii,Trachelomonas.volvocina,Treubaria.setigera,Treubaria.triappendiculata,Ulnaria.ulna,Uroglena.sp,Urosolenia.eriensis,Urosolenia.longiseta,Willea.crucifera,Willea.rectangularis,Woloszynskia.ordinata,Woronichinia.compacta,Woronichinia.naegeliana
RED DEER LAKE,2014-08-20,Aug,Biomass,0,0,0,0,38.49146,0,0,0,0,0,0,0,0,0,0,0,11290.83,230.9487,0,0.3564024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.742213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149.58134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.884,0,0,0,0,0,0,0,0,3.801625,0,0,0,0,28.51219,0,0,0,0,0,0,0,0,0,0,0,5.346035,0,0,0,0,0,212.891,0,0,0,0,4.537856,0,0,0,0,0,0,9.504063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RED DEER LAKE,2014-10-08,Sep,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.851219,0,0,116.4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.10731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.82012,0,0,0,0,0,0,0,0,1.900813,0,0,0,0,698.5486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.32194,0,0,0,0,0,0,0,0,0,0,0,17.10731,2.376016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDY LAKE (SOUTH),2015-06-25,Jun,Biomass,0,0,0,0,0,0,0,0,0,0,0,14.4343,0,0,0,0,171.0731,0,0,0,0,0,0,0,0,0,0,2309.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.24573,0,0,266.767132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.9207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.49146,0,0,0,0,34.21463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.45414,0,0,0,0,0,7.698291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4003.112,0,0,23839.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.4481,0,0,61.58633,0,0,0,0,0,0,0,0,0,13365.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.19054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.64388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDY LAKE (SOUTH),2015-07-21,Jul,Biomass,0,32.07621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.0608,0,0,0,0,0,0,0,0,0,0,5581.261,0,0,0,0,0,0,0,0,115.4744,0,0,0,0,0,0,0,0,327.4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052.878,0,0,0,0,0,323.4352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.6829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069.207,0,0,0,0,0,0,1674.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.22865,0,0,0,0,0,0,384.9146,0,0,0,0,0,0,0,0,0,0,0,0,748.4449,0,0,0,0,213.8414,0,0,0,0,0,0,0,0,0,6.01429,0,0,0,0,0,0,0,0,0,0,0,0,165.4048,0,0,0,0,0,0,8863.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137542.8,0,0,0,0,0,0,0,0,0,1847.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721.7148,0,0,0,0,0,0,0,0,0,1202.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.9658,133.6509,2540.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDY LAKE (SOUTH),2015-08-18,Aug,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705.6767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.96228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.11432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571.734,0,0,0,0,0,0,2540.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.4763,0,0,769.8292,0,0,0,0,0,0,0,0,0,0,0,0,1094.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.5221,0,0,0,1539.658,0,0,13108.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223969,0,0,0,0,0,0,0,0,0,17107.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.5834,0,0,10825.72,0,0,3120.187,0,0,0,122.5221,0,0,0,0,0,173.2116,0,534.6036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDY LAKE (SOUTH),2015-09-22,Sep,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.3049,0,0,10264.39,0,0,0,0,0,0,0,1988.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.94869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718.5072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05716,12.02858,0,0,0,0,0,0,0,0,0,0,183.7832,0,510.5088,0,0,0,6158.633,0,0,8222.203,0,0,0,0,0,0,0,57737.18,0,0,0,4618.975,0,0,0,73.508,0,0,103721.6,0,0,0,0,0,0,0,0,0,12529.77,0,0,0,0,0,0,0,0,0,0,0,0,0,102.6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7512,0,0,0,0,179.6268,96.22865,267.3018,461.8975,0,534.6036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHERBURNE LAKE,2014-06-20,Jun,Biomass,0,0,0,0,0,0,0,0,0,0,0,3.307859,0,0,0,0,21.38414,0,0,0,0,0,0,196.5459,0,144.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8353181,0,1.069207,3.274447,77.377182,0,0,0,0,0,0,0,0,0,0,8.720721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.9336,36.67381,119.0829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.584226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.9513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89969,0,0,0,0,0,0,0,0,0,0,7.217148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2673018,0,0,0,0,0,0,0,0.3007145,0,0,0,0,0,5.98756,0,0,0,0,0,0,5.132194,0,47.90048,0,0,0,0,0,0,0,0,0,0,0,6.682545,0,0,0,0,0,0,162.3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601429,0,0,0,0,0,0,0,0,0,0,0,0,0,3.247717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3369,0,0,0,0,0,0,0,0,0,0,0
SHERBURNE LAKE,2014-07-08,Jul,Biomass,0,0,0,0,0,0,0,0,0,0,0,0.8820959,0,0,0,0,69.49846,0,0,0,0,4.811432,0,0,0,256.6097,0,0,0,0,0,342.1463,0,0,0,0,0,11.54744,0,0,0,0,0,0,0,10.224294,0,0,0,0,0,0,0,0,0,0,0.6415243,0,0,5.105088,0,0,0,0,0,0,0,0,0,0,0,0,0,433.6704,220.0428,64.95434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.1703,61.58633,0,45.84225,0,0,0,0,0,0,133.6509,0,150.1167,0,0,0,35.53141,396.9716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3508,0,0,0,0,0,0,0,0,0,0,8.991364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601429,0,0,0,0,0,0,0,158.550026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.07145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.383287,0,0,0,0,0,0,0,0,0,0,0,328.4604,0,2.165144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.405716,0,0,0,0,0,0,0
SHORNCLIFFE LAKE,2011-07-14,Jul,Biomass,4.08407,0,0,0,0,0,0,0,0,0,0,0,0,392.9336,0,0,188.1805,73.61491,0,0,0,0,0,0,0,0,0,0,0,1.44343,320.7621,0,0,71.85072,20.52878,2052.878,0,0,0,0,0,0,0,0,14.40757,99.222424,0,0,0,0,0,0,0,0,0,0,0.8553657,0,0,0,0,0,0,0,0,0,0,0,0,76.98292,0,0,0,471.5204,0,0,0,0,0,0,0,210.74072,0,0,28.18009,0,6.177641,0,0,0,0,0,8.660578,0,0,0,0,0,0,0,0,0,0,0,0,9.355562,0,226.1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83049,0,0,0,0,0,0,0,0,2527.6058,0,0,0,0,0,0,0,0,1.389969,0,0,0,0,0,0,0,0,0,0,0,0,4.135121,23.95024,0,0,0,0,0,0,0,0,0,0,0,211.703,19.24573,0,28.86859,0,0,940.9023,0,0,0,0,0,0,0,0,0,40.09527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.66097,0,0,0,0,0,0,0,0,0,0,0,0,0,1645.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.86859,0,0,17.10731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHORNCLIFFE LAKE,2011-08-16,Aug,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,4125.803,0,0,397.745,86.60578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.4231,1097.006,0,0,0,0,0,0,0,0,0,114.619031,0,0,0,0,2.405716,0,0,0,0,0,1.710731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.4014,0,0,0,0,0,0,1298.12436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.10731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.2155,0,0,0,0,0,0,0,0,3508.282,0,0,0,0,0,0,0,0,2.779938,0,0,0,0,0,0,0,0,2.566097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.39816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHORNCLIFFE LAKE,2011-09-19,Sep,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.8182,0,0,0,0,0,776.2444,0,0,0,0,0,0,5.773718,0,0,0,0,173.2115,404.1603,0,0,0,0,0,0,0,0,0,342.146263,0,0,0,0,1.710731,0,0,0,0,0,5.132194,0,0,0,0,0,0,0,0,0,0,0,0,547.434,0,0,0,0,262.0092,0,0,0,0,0,0,772.3953,0,0,5.88064,0,0,0,0,0,0,0,19.24573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.46036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0405,0,0,0,0,0,0,0,0,1092.9436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.405716,1212.481,0,0,0,0,0,0,0,0,0,0,0,0,73.34761,0,0,0,0,0,30.4724,0,0,427.6829,0,0,0,0,0,0,0,0,0,32.07621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663.9777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRAY LAKES RESERVOIR,2014-06-26,Jun,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52878,80.992447,0,0,0,0.8019053,0,0,0,0,0,0,2.851219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1123,0,0,0,0,0,0,10.47823,0,0,0,0,0,0.2138414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.019053,0,0,0,0,0,0,0,0,0,0,3.05615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.6033,0,0,0,0,0,0,0,30.400793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.1113,0,0,0,0,0,0,0
SPRAY LAKES RESERVOIR,2014-07-18,Jul,Biomass,0.6891868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.851219,0,0,12.83049,108.462169,0,0,0.1782012,0,0,0,0,0,0,0,7.128047,0,0,8.50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.851219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8820958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8019053,0,0,0,0,0,0,0,16.67963,0,0,0,0,0,0,10.47823,0,0,0,0,0,0,0,0,0,0,266.8741,0,0,8.910059,0,0,0,0,0,0,5.346036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.4287,0,0,0,0,0,0,0,13.264716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0631,0,0,0,0,0,0,0
SPRAY LAKES RESERVOIR,2014-08-29,Aug,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.710731,0,0,4.455029,3.5640234,0,0,0,0,0,0,0,0,0,0,0.7128047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.88389,0,21.56234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2851219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.019053,0,0,0,0,0,0,0,0,0,0.4811432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.92854,0,1383.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.227515,0,0,0,0,0,0,0
